代码	名称	公告时间	类型	公告内容
300059	东方财富	2025-04-26	报表披露	2025年一季报归属净利润27.15亿元，同比增长38.96%，基本每股收益0.172元
300066	三川智慧	2025-04-26	报表披露	2025年一季报归属净利润1631万元，同比增长3337.90%，基本每股收益0.0157元
300068	南都电源	2025-04-26	报表披露	2025年一季报归属净利润-2.663亿元，同比下降422.47%，基本每股收益-0.3元
300081	恒信东方	2025-04-26	报表披露	2024年年报归属净利润-3.463亿元，同比下降23.11%，基本每股收益-0.5726元
300083	创世纪	2025-04-26	报表披露	2025年一季报归属净利润9826万元，同比增长66.51%，基本每股收益0.06元
300088	长信科技	2025-04-26	报表披露	2025年一季报归属净利润7970万元，同比增长61.09%，基本每股收益0.0324元
300106	西部牧业	2025-04-26	报表披露	2024年年报归属净利润-1.188亿元，同比下降84.92%，基本每股收益-0.5622元
300107	建新股份	2025-04-26	报表披露	2025年一季报归属净利润161万元，同比下降80.19%，基本每股收益0.0029元
300111	向日葵	2025-04-26	报表披露	2025年一季报归属净利润-13.09万元，同比下降123.77%，基本每股收益-0.0001元
300117	*ST嘉寓	2025-04-26	报表披露	2025年一季报归属净利润-548.5万元，同比增长64.49%，基本每股收益-0.0077元
300118	东方日升	2025-04-26	报表披露	2025年一季报归属净利润-2.668亿元，同比增长4.55%，基本每股收益-0.24元
300119	瑞普生物	2025-04-26	报表披露	2025年一季报归属净利润1.16亿元，同比增长28.45%，基本每股收益0.2549元
300127	银河磁体	2025-04-26	报表披露	2025年一季报归属净利润3943万元，同比下降1.56%，基本每股收益0.12元
300138	晨光生物	2025-04-26	报表披露	2025年一季报归属净利润1.095亿元，同比增长183.69%，基本每股收益0.2266元
300142	沃森生物	2025-04-26	报表披露	2025年一季报归属净利润264.6万元，同比下降81.27%，基本每股收益0.0017元
300146	汤臣倍健	2025-04-26	报表披露	2025年一季报归属净利润4.545亿元，同比下降37.44%，基本每股收益0.27元
300151	昌红科技	2025-04-26	报表披露	2024年年报归属净利润1.02亿元，同比增长222.11%，基本每股收益0.19元
300153	科泰电源	2025-04-26	报表披露	2025年一季报归属净利润1386万元，同比增长55.94%，基本每股收益0.0433元
300157	新锦动力	2025-04-26	报表披露	2025年一季报归属净利润6710万元，同比增长284.47%，基本每股收益0.09元
300164	通源石油	2025-04-26	报表披露	2025年一季报归属净利润78.27万元，同比下降80.38%，基本每股收益0.0013元
300173	福能东方	2025-04-26	报表披露	2025年一季报归属净利润566.9万元，同比下降87.30%，基本每股收益0.0077元
300174	元力股份	2025-04-26	报表披露	2024年年报归属净利润2.845亿元，同比增长19.95%，基本每股收益0.7863元
300175	ST朗源	2025-04-26	报表披露	2025年一季报归属净利润-387.8万元，同比下降154.92%，基本每股收益-0.0083元
300177	中海达	2025-04-26	报表披露	2025年一季报归属净利润-2469万元，同比增长37.63%，基本每股收益-0.0332元
300188	国投智能	2025-04-26	报表披露	2025年一季报归属净利润-1.264亿元，同比下降270.49%，基本每股收益-0.15元
300189	神农种业	2025-04-26	报表披露	2024年年报归属净利润-5062万元，同比下降40.51%，基本每股收益-0.0494元
300190	维尔利	2025-04-26	报表披露	2025年一季报归属净利润-5472万元，同比下降248.08%，基本每股收益-0.07元
300193	佳士科技	2025-04-26	报表披露	2025年一季报归属净利润4738万元，同比下降5.19%，基本每股收益0.1元
300199	翰宇药业	2025-04-26	报表披露	2025年一季报归属净利润6987万元，同比增长595.45%，基本每股收益0.08元
300210	森远股份	2025-04-26	报表披露	2025年一季报归属净利润828.9万元，同比增长151.71%，基本每股收益0.02元
300213	佳讯飞鸿	2025-04-26	报表披露	2024年年报归属净利润7415万元，同比增长10.52%，基本每股收益0.13元
300214	日科化学	2025-04-26	报表披露	2025年一季报归属净利润-863.4万元，同比增长0.91%，基本每股收益-0.0186元
300226	上海钢联	2025-04-26	报表披露	2025年一季报归属净利润5187万元，同比增长5.53%，基本每股收益0.1628元
300228	富瑞特装	2025-04-26	报表披露	2025年一季报归属净利润5023万元，同比增长153.60%，基本每股收益0.0857元
300234	开尔新材	2025-04-26	报表披露	2025年一季报归属净利润1303万元，同比增长17.37%，基本每股收益0.0259元
300237	美晨科技	2025-04-26	报表披露	2025年一季报归属净利润-4839万元，同比增长47.84%，基本每股收益-0.03元
300240	飞力达	2025-04-26	报表披露	2025年一季报归属净利润59.96万元，同比增长120.55%，基本每股收益0.0016元
300245	天玑科技	2025-04-26	报表披露	2024年年报归属净利润-5776万元，同比增长18.70%，基本每股收益-0.19元
300261	雅本化学	2025-04-26	报表披露	2025年一季报归属净利润-1276万元，同比增长72.01%，基本每股收益-0.0134元
300265	通光线缆	2025-04-26	报表披露	2025年一季报归属净利润558.5万元，同比下降49.47%，基本每股收益0.01元
300269	联建光电	2025-04-26	报表披露	2025年一季报归属净利润-447.3万元，同比下降96.66%，基本每股收益-0.0081元
300271	华宇软件	2025-04-26	报表披露	2025年一季报归属净利润-4541万元，同比增长47.79%，基本每股收益-0.06元
300274	阳光电源	2025-04-26	报表披露	2025年一季报归属净利润38.26亿元，同比增长82.52%，基本每股收益1.85元
300277	海联讯	2025-04-26	报表披露	2025年一季报归属净利润-100.7万元，同比下降882.47%，基本每股收益-0.003元
300285	国瓷材料	2025-04-26	报表披露	2025年一季报归属净利润1.358亿元，同比增长1.80%，基本每股收益0.14元
300287	飞利信	2025-04-26	报表披露	2024年年报归属净利润-2.072亿元，同比增长26.44%，基本每股收益-0.14元
300290	荣科科技	2025-04-26	报表披露	2025年一季报归属净利润-2571万元，同比下降84.90%，基本每股收益-0.0402元
300317	珈伟新能	2025-04-26	报表披露	2024年年报归属净利润-2.77亿元，同比下降1840.47%，基本每股收益-0.3343元
300318	博晖创新	2025-04-26	报表披露	2024年年报归属净利润924.6万元，同比增长137.09%，基本每股收益0.0113元
300320	海达股份	2025-04-26	报表披露	2025年一季报归属净利润5265万元，同比增长30.30%，基本每股收益0.0876元
300343	ST联创	2025-04-26	报表披露	2025年一季报归属净利润501.6万元，同比增长132.25%，基本每股收益0.0047元
300345	华民股份	2025-04-26	报表披露	2025年一季报归属净利润-3306万元，同比增长29.80%，基本每股收益-0.0572元
300346	南大光电	2025-04-26	报表披露	2025年一季报归属净利润9556万元，同比增长16.38%，基本每股收益0.17元
300378	鼎捷数智	2025-04-26	报表披露	2024年年报归属净利润1.556亿元，同比增长3.59%，基本每股收益0.58元
300382	斯莱克	2025-04-26	报表披露	2024年年报归属净利润-1.373亿元，同比下降206.39%，基本每股收益-0.22元
300393	中来股份	2025-04-26	报表披露	2024年年报归属净利润-8.564亿元，同比下降262.64%，基本每股收益-0.79元
300395	菲利华	2025-04-26	报表披露	2025年一季报归属净利润1.051亿元，同比增长35.72%，基本每股收益0.2226元
300396	迪瑞医疗	2025-04-26	报表披露	2025年一季报归属净利润1568万元，同比下降87.13%，基本每股收益0.0575元
300404	博济医药	2025-04-26	报表披露	2025年一季报归属净利润390.1万元，同比下降76.38%，基本每股收益0.0102元
300406	九强生物	2025-04-26	报表披露	2025年一季报归属净利润8326万元，同比下降30.99%，基本每股收益0.14元
300412	迦南科技	2025-04-26	报表披露	2025年一季报归属净利润-493.7万元，同比增长17.54%，基本每股收益-0.01元
300413	芒果超媒	2025-04-26	报表披露	2024年年报归属净利润13.64亿元，同比下降61.63%，基本每股收益0.73元
300418	昆仑万维	2025-04-26	报表披露	2024年年报归属净利润-15.95亿元，同比下降226.74%，基本每股收益-1.3元
300439	美康生物	2025-04-26	报表披露	2025年一季报归属净利润3040万元，同比下降61.57%，基本每股收益0.08元
300440	运达科技	2025-04-26	报表披露	2025年一季报归属净利润-1181万元，同比增长38.98%，基本每股收益-0.0272元
300457	赢合科技	2025-04-26	报表披露	2025年一季报归属净利润1516万元，同比下降90.43%，基本每股收益0.02元
300475	香农芯创	2025-04-26	报表披露	2025年一季报归属净利润1673万元，同比增长18.66%，基本每股收益0.04元
300479	神思电子	2025-04-26	报表披露	2025年一季报归属净利润-2883万元，同比增长29.05%，基本每股收益-0.1463元
300484	蓝海华腾	2025-04-26	报表披露	2025年一季报归属净利润2799万元，同比增长273.83%，基本每股收益0.1348元
300497	富祥药业	2025-04-26	报表披露	2025年一季报归属净利润223.9万元，同比增长52.46%，基本每股收益0.004元
300531	优博讯	2025-04-26	报表披露	2024年年报归属净利润-1.505亿元，同比增长9.81%，基本每股收益-0.4588元
000012	南  玻Ａ	2025-04-28	报表披露	2025年一季报归属净利润1587万元，同比下降95.12%，基本每股收益0.005元
000029	深深房Ａ	2025-04-28	报表披露	2025年一季报归属净利润7242万元，同比增长3718.51%，基本每股收益0.0716元
000045	深纺织Ａ	2025-04-28	报表披露	2025年一季报归属净利润2086万元，同比增长0.42%，基本每股收益0.0412元
000065	北方国际	2025-04-28	报表披露	2025年一季报归属净利润1.769亿元，同比下降32.97%，基本每股收益0.1707元
000066	中国长城	2025-04-28	报表披露	2024年年报归属净利润-14.79亿元，同比下降51.29%，基本每股收益-0.459元
000155	川能动力	2025-04-28	报表披露	2024年年报归属净利润7.269亿元，同比下降8.85%，基本每股收益0.42元
000411	英特集团	2025-04-28	报表披露	2025年一季报归属净利润1.008亿元，同比下降5.70%，基本每股收益0.1941元
000423	东阿阿胶	2025-04-28	报表披露	2025年一季报归属净利润4.25亿元，同比增长20.25%，基本每股收益0.6615元
000426	兴业银锡	2025-04-28	报表披露	2024年年报归属净利润15.3亿元，同比增长57.82%，基本每股收益0.835元
000507	珠海港	2025-04-28	报表披露	2024年年报归属净利润2.921亿元，同比增长5.37%，基本每股收益0.2542元
000509	华塑控股	2025-04-28	报表披露	2024年年报归属净利润-1393万元，同比下降210.43%，基本每股收益-0.013元
000529	广弘控股	2025-04-28	报表披露	2024年年报归属净利润1.218亿元，同比下降42.79%，基本每股收益0.2086元
000534	万泽股份	2025-04-28	报表披露	2025年一季报归属净利润7269万元，同比增长10.52%，基本每股收益0.1457元
000543	皖能电力	2025-04-28	报表披露	2025年一季报归属净利润4.436亿元，同比下降1.98%，基本每股收益0.1957元
000568	泸州老窖	2025-04-28	报表披露	2024年年报归属净利润134.7亿元，同比增长1.71%，基本每股收益9.18元
000572	海马汽车	2025-04-28	报表披露	2025年一季报归属净利润-3000万元，同比增长65.08%，基本每股收益-0.0182元
000584	*ST工智	2025-04-28	报表披露	2025年一季报归属净利润-2850万元，同比下降2171.64%，基本每股收益-0.037元
000590	启迪药业	2025-04-28	报表披露	2025年一季报归属净利润-1626万元，同比下降96.23%，基本每股收益-0.0679元
000596	古井贡酒	2025-04-28	报表披露	2025年一季报归属净利润23.3亿元，同比增长12.78%，基本每股收益4.41元
000601	韶能股份	2025-04-28	报表披露	2025年一季报归属净利润1816万元，同比下降24.59%，基本每股收益0.0171元
000629	钒钛股份	2025-04-28	报表披露	2025年一季报归属净利润-9800万元，同比下降243.81%，基本每股收益-0.0106元
000636	风华高科	2025-04-28	报表披露	2025年一季报归属净利润6457万元，同比下降11.44%，基本每股收益0.06元
000651	格力电器	2025-04-28	报表披露	2025年一季报归属净利润59.04亿元，同比增长26.29%，基本每股收益1.07元
000688	国城矿业	2025-04-28	报表披露	2025年一季报归属净利润6.116亿元，同比增长18279.65%，基本每股收益0.5513元
000702	正虹科技	2025-04-28	报表披露	2025年一季报归属净利润-902万元，同比下降5.27%，基本每股收益-0.026元
000710	贝瑞基因	2025-04-28	报表披露	2025年一季报归属净利润-646.2万元，同比下降178.47%，基本每股收益-0.02元
000712	锦龙股份	2025-04-28	报表披露	2024年年报归属净利润-8923万元，同比增长76.77%，基本每股收益-0.1元
000720	新能泰山	2025-04-28	报表披露	2025年一季报归属净利润1623万元，同比增长243.67%，基本每股收益0.0129元
000759	中百集团	2025-04-28	报表披露	2025年一季报归属净利润-9885万元，同比下降303.27%，基本每股收益-0.15元
000761	本钢板材	2025-04-28	报表披露	2025年一季报归属净利润-7.663亿元，同比增长14.87%，基本每股收益-0.187元
000815	美利云	2025-04-28	报表披露	2025年一季报归属净利润1096万元，同比增长59.94%，基本每股收益0.02元
000825	太钢不锈	2025-04-28	报表披露	2024年年报归属净利润-9.81亿元，同比增长9.22%，基本每股收益-0.172元
000828	东莞控股	2025-04-28	报表披露	2025年一季报归属净利润2.191亿元，同比下降45.58%，基本每股收益0.2108元
000831	中国稀土	2025-04-28	报表披露	2024年年报归属净利润-2.869亿元，同比下降168.69%，基本每股收益-0.2704元
000833	粤桂股份	2025-04-28	报表披露	2025年一季报归属净利润1.169亿元，同比增长87.82%，基本每股收益0.1457元
000882	华联股份	2025-04-28	报表披露	2025年一季报归属净利润306.3万元，同比下降75.00%，基本每股收益0.0011元
000890	法尔胜	2025-04-28	报表披露	2024年年报归属净利润-1.059亿元，同比下降1026.25%，基本每股收益-0.25元
000919	金陵药业	2025-04-28	报表披露	2025年一季报归属净利润2298万元，同比下降49.07%，基本每股收益0.037元
000952	广济药业	2025-04-28	报表披露	2025年一季报归属净利润-3627万元，同比增长28.20%，基本每股收益-0.1037元
000960	锡业股份	2025-04-28	报表披露	2025年一季报归属净利润4.994亿元，同比增长53.08%，基本每股收益0.2939元
000965	天保基建	2025-04-28	报表披露	2025年一季报归属净利润1.004亿元，同比增长737.29%，基本每股收益0.0904元
000969	安泰科技	2025-04-28	报表披露	2025年一季报归属净利润8255万元，同比增长4.95%，基本每股收益0.0805元
000980	众泰汽车	2025-04-28	报表披露	2024年年报归属净利润-10亿元，同比下降6.82%，基本每股收益-0.2元
001208	华菱线缆	2025-04-28	报表披露	2025年一季报归属净利润3216万元，同比增长55.54%，基本每股收益0.06元
001216	华瓷股份	2025-04-28	报表披露	2025年一季报归属净利润5032万元，同比增长10.19%，基本每股收益0.1998元
001223	欧克科技	2025-04-28	报表披露	2025年一季报归属净利润4053万元，同比增长25.61%，基本每股收益0.6079元
001226	拓山重工	2025-04-28	报表披露	2025年一季报归属净利润811万元，同比增长48.34%，基本每股收益0.11元
001227	兰州银行	2025-04-28	报表披露	2025年一季报归属净利润5.586亿元，同比增长2.36%，基本每股收益0.0875元
001231	农心科技	2025-04-28	报表披露	2025年一季报归属净利润1838万元，同比增长20.83%，基本每股收益0.19元
001255	博菲电气	2025-04-28	报表披露	2025年一季报归属净利润287.7万元，同比增长455.38%，基本每股收益0.0366元
001269	欧晶科技	2025-04-28	报表披露	2024年年报归属净利润-5.36亿元，同比下降181.96%，基本每股收益-2.786元
001277	速达股份	2025-04-28	报表披露	2025年一季报归属净利润1102万元，同比下降64.85%，基本每股收益0.14元
001283	豪鹏科技	2025-04-28	报表披露	2025年一季报归属净利润3181万元，同比增长903.92%，基本每股收益0.4元
001300	三柏硕	2025-04-28	报表披露	2024年年报归属净利润2227万元，同比增长151.86%，基本每股收益0.0914元
001301	尚太科技	2025-04-28	报表披露	2025年一季报归属净利润2.392亿元，同比增长60.87%，基本每股收益0.92元
001317	三羊马	2025-04-28	报表披露	2025年一季报归属净利润-165.8万元，同比下降126.25%，基本每股收益-0.02元
001338	永顺泰	2025-04-28	报表披露	2025年一季报归属净利润7102万元，同比下降13.52%，基本每股收益0.1415元
001356	富岭股份	2025-04-28	报表披露	2025年一季报归属净利润3498万元，同比下降34.85%，基本每股收益0.0647元
001366	播恩集团	2025-04-28	报表披露	2024年年报归属净利润-2871万元，同比下降158.95%，基本每股收益-0.18元
001380	华纬科技	2025-04-28	报表披露	2025年一季报归属净利润6385万元，同比增长57.43%，基本每股收益0.3489元
002006	精工科技	2025-04-28	报表披露	2025年一季报归属净利润4346万元，同比下降24.00%，基本每股收益0.0848元
002007	华兰生物	2025-04-28	报表披露	2025年一季报归属净利润3.131亿元，同比增长19.62%，基本每股收益0.1715元
002019	亿帆医药	2025-04-28	报表披露	2024年年报归属净利润3.86亿元，同比增长170.04%，基本每股收益0.32元
002020	京新药业	2025-04-28	报表披露	2025年一季报归属净利润1.633亿元，同比下降4.62%，基本每股收益0.2元
002022	科华生物	2025-04-28	报表披露	2024年年报归属净利润-6.406亿元，同比下降173.74%，基本每股收益-1.269元
002061	浙江交科	2025-04-28	报表披露	2025年一季报归属净利润2.212亿元，同比增长18.82%，基本每股收益0.09元
002076	*ST星光	2025-04-28	报表披露	2024年年报归属净利润-3098万元，同比下降136.35%，基本每股收益-0.03元
002086	东方海洋	2025-04-28	报表披露	2024年年报归属净利润-1.904亿元，同比下降110.88%，基本每股收益-0.1元
002088	鲁阳节能	2025-04-28	报表披露	2024年年报归属净利润4.801亿元，同比下降2.42%，基本每股收益0.94元
002104	恒宝股份	2025-04-28	报表披露	2025年一季报归属净利润2394万元，同比下降8.75%，基本每股收益0.0338元
002115	三维通信	2025-04-28	报表披露	2024年年报归属净利润-2.714亿元，同比下降590.01%，基本每股收益-0.3347元
002120	韵达股份	2025-04-28	报表披露	2024年年报归属净利润19.14亿元，同比增长17.77%，基本每股收益0.66元
002128	电投能源	2025-04-28	报表披露	2025年一季报归属净利润15.59亿元，同比下降19.82%，基本每股收益0.7元
002146	荣盛发展	2025-04-28	报表披露	2024年年报归属净利润-84.44亿元，同比下降2293.07%，基本每股收益-1.94元
002148	北纬科技	2025-04-28	报表披露	2025年一季报归属净利润-759.3万元，同比下降448.76%，基本每股收益-0.0135元
002161	远 望 谷	2025-04-28	报表披露	2025年一季报归属净利润-2423万元，同比下降127.98%，基本每股收益-0.0327元
002163	海南发展	2025-04-28	报表披露	2025年一季报归属净利润-1459万元，同比增长50.24%，基本每股收益-0.02元
002173	创新医疗	2025-04-28	报表披露	2025年一季报归属净利润-1394万元，同比下降368.03%，基本每股收益-0.03元
002184	海得控制	2025-04-28	报表披露	2024年年报归属净利润-2.227亿元，同比下降289.88%，基本每股收益-0.633元
002190	成飞集成	2025-04-28	报表披露	2025年一季报归属净利润48.43万元，同比增长108.33%，基本每股收益0.0013元
002237	恒邦股份	2025-04-28	报表披露	2025年一季报归属净利润1.563亿元，同比增长10.52%，基本每股收益0.14元
002252	上海莱士	2025-04-28	报表披露	2025年一季报归属净利润5.661亿元，同比下降25.20%，基本每股收益0.085元
002253	*ST智胜	2025-04-28	报表披露	2024年年报归属净利润-7231万元，同比增长57.88%，基本每股收益-0.32元
002283	天润工业	2025-04-28	报表披露	2025年一季报归属净利润9848万元，同比增长6.43%，基本每股收益0.09元
002285	世联行	2025-04-28	报表披露	2025年一季报归属净利润-1065万元，同比增长73.84%，基本每股收益-0.01元
002312	川发龙蟒	2025-04-28	报表披露	2025年一季报归属净利润1.033亿元，同比下降0.24%，基本每股收益0.05元
002314	南山控股	2025-04-28	报表披露	2024年年报归属净利润-17.73亿元，同比下降1305.89%，基本每股收益-0.65元
002319	乐通股份	2025-04-28	报表披露	2024年年报归属净利润-2462万元，同比下降777.57%，基本每股收益-0.12元
002326	永太科技	2025-04-28	报表披露	2025年一季报归属净利润1058万元，同比下降45.77%，基本每股收益0.011元
002331	皖通科技	2025-04-28	报表披露	2024年年报归属净利润3692万元，同比增长147.08%，基本每股收益0.09元
002348	高乐股份	2025-04-28	报表披露	2024年年报归属净利润-5730万元，同比增长7.55%，基本每股收益-0.0605元
002360	同德化工	2025-04-28	报表披露	2025年一季报归属净利润1031万元，同比下降51.51%，基本每股收益0.03元
002369	卓翼科技	2025-04-28	报表披露	2025年一季报归属净利润-3215万元，同比增长30.21%，基本每股收益-0.0567元
002373	千方科技	2025-04-28	报表披露	2025年一季报归属净利润2.21亿元，同比增长481.99%，基本每股收益0.14元
002397	梦洁股份	2025-04-28	报表披露	2024年年报归属净利润2488万元，同比增长10.99%，基本每股收益0.03元
002400	省广集团	2025-04-28	报表披露	2025年一季报归属净利润2569万元，同比增长8.16%，基本每股收益0.0147元
002403	爱仕达	2025-04-28	报表披露	2024年年报归属净利润1507万元，同比增长103.98%，基本每股收益0.04元
002409	雅克科技	2025-04-28	报表披露	2024年年报归属净利润8.716亿元，同比增长50.41%，基本每股收益1.831元
002425	ST凯文	2025-04-28	报表披露	2025年一季报归属净利润365.7万元，同比下降39.31%，基本每股收益0.0039元
002427	尤夫股份	2025-04-28	报表披露	2025年一季报归属净利润527.4万元，同比增长120.00%，基本每股收益0.0054元
002451	摩恩电气	2025-04-28	报表披露	2025年一季报归属净利润319.2万元，同比下降24.72%，基本每股收益0.007元
002482	广田集团	2025-04-28	报表披露	2025年一季报归属净利润-4096万元，同比增长31.67%，基本每股收益-0.01元
002498	汉缆股份	2025-04-28	报表披露	2024年年报归属净利润6.551亿元，同比下降13.81%，基本每股收益0.1969元
002524	光正眼科	2025-04-28	报表披露	2025年一季报归属净利润57.38万元，同比增长103.06%
002529	*ST海源	2025-04-28	报表披露	2025年一季报归属净利润-2329万元，同比下降0.04%，基本每股收益-0.0896元
002530	金财互联	2025-04-28	报表披露	2025年一季报归属净利润1365万元，同比增长466.95%，基本每股收益0.018元
002545	东方铁塔	2025-04-28	报表披露	2024年年报归属净利润5.643亿元，同比下降10.97%，基本每股收益0.4536元
002559	亚威股份	2025-04-28	报表披露	2025年一季报归属净利润3590万元，同比下降13.77%，基本每股收益0.0653元
002569	*ST步森	2025-04-28	报表披露	2025年一季报归属净利润-416.6万元，同比增长47.90%，基本每股收益-0.03元
002591	恒大高新	2025-04-28	报表披露	2025年一季报归属净利润211.8万元，同比增长151.54%，基本每股收益0.0071元
002623	亚玛顿	2025-04-28	报表披露	2024年年报归属净利润-1.268亿元，同比下降251.81%，基本每股收益-0.64元
002656	*ST摩登	2025-04-28	报表披露	2024年年报归属净利润-6210万元，同比增长30.27%，基本每股收益-0.0872元
002657	中科金财	2025-04-28	报表披露	2025年一季报归属净利润-3868万元，同比下降40.85%，基本每股收益-0.1138元
002662	峰璟股份	2025-04-28	报表披露	2025年一季报归属净利润4290万元，同比下降61.02%，基本每股收益0.03元
002687	乔治白	2025-04-28	报表披露	2025年一季报归属净利润1550万元，同比下降31.53%，基本每股收益0.03元
002727	一心堂	2025-04-28	报表披露	2025年一季报归属净利润1.601亿元，同比下降33.83%，基本每股收益0.2733元
002755	奥赛康	2025-04-28	报表披露	2025年一季报归属净利润5473万元，同比增长73.50%，基本每股收益0.06元
002762	*ST金比	2025-04-28	报表披露	2025年一季报归属净利润-217.4万元，同比下降545.99%，基本每股收益-0.007元
002766	索菱股份	2025-04-28	报表披露	2025年一季报归属净利润106.9万元，同比下降88.95%，基本每股收益0.0013元
002768	国恩股份	2025-04-28	报表披露	2025年一季报归属净利润1.111亿元，同比下降9.79%，基本每股收益0.42元
002769	普路通	2025-04-28	报表披露	2024年年报归属净利润-8458万元，同比增长15.69%，基本每股收益-0.23元
002774	快意电梯	2025-04-28	报表披露	2025年一季报归属净利润1123万元，同比下降61.48%，基本每股收益0.0334元
002802	洪汇新材	2025-04-28	报表披露	2025年一季报归属净利润1138万元，同比增长200.55%，基本每股收益0.06元
002809	红墙股份	2025-04-28	报表披露	2024年年报归属净利润4876万元，同比下降42.98%，基本每股收益0.23元
002819	东方中科	2025-04-28	报表披露	2024年年报归属净利润-2.092亿元，同比下降145.88%，基本每股收益-0.7211元
002823	凯中精密	2025-04-28	报表披露	2025年一季报归属净利润4905万元，同比增长75.51%，基本每股收益0.16元
002829	星网宇达	2025-04-28	报表披露	2024年年报归属净利润-2.28亿元，同比下降522.43%，基本每股收益-1.1元
002877	智能自控	2025-04-28	报表披露	2024年年报归属净利润2270万元，同比下降78.37%，基本每股收益0.06元
002881	美格智能	2025-04-28	报表披露	2025年一季报归属净利润4630万元，同比增长616.02%，基本每股收益0.18元
002899	英派斯	2025-04-28	报表披露	2024年年报归属净利润1.091亿元，同比增长23.77%，基本每股收益0.79元
002930	宏川智慧	2025-04-28	报表披露	2025年一季报归属净利润2095万元，同比下降65.10%，基本每股收益0.05元
002941	新疆交建	2025-04-28	报表披露	2025年一季报归属净利润-740.6万元，同比增长43.64%，基本每股收益-0.01元
002947	恒铭达	2025-04-28	报表披露	2025年一季报归属净利润1.082亿元，同比增长53.69%，基本每股收益0.42元
002951	*ST金时	2025-04-28	报表披露	2025年一季报归属净利润-2529万元，同比下降315.31%，基本每股收益-0.06元
002986	宇新股份	2025-04-28	报表披露	2025年一季报归属净利润3503万元，同比下降52.06%，基本每股收益0.0928元
003001	中岩大地	2025-04-28	报表披露	2025年一季报归属净利润1037万元，同比增长153.13%，基本每股收益0.08元
003036	泰坦股份	2025-04-28	报表披露	2025年一季报归属净利润1898万元，同比下降7.53%，基本每股收益0.09元
003038	鑫铂股份	2025-04-28	报表披露	2025年一季报归属净利润3486万元，同比下降15.12%，基本每股收益0.14元
200012	南  玻Ｂ	2025-04-28	报表披露	2025年一季报归属净利润1587万元，同比下降95.12%，基本每股收益0.005元
200029	深深房Ｂ	2025-04-28	报表披露	2025年一季报归属净利润7242万元，同比增长3718.51%，基本每股收益0.0716元
200045	深纺织Ｂ	2025-04-28	报表披露	2025年一季报归属净利润2086万元，同比增长0.42%，基本每股收益0.0412元
200468	宁通信B	2025-04-28	报表披露	2024年年报归属净利润1138万元，同比增长167.38%，基本每股收益0.05元
200596	古井贡Ｂ	2025-04-28	报表披露	2024年年报归属净利润55.17亿元，同比增长20.22%，基本每股收益10.44元
200761	本钢板Ｂ	2025-04-28	报表披露	2025年一季报归属净利润-7.663亿元，同比增长14.87%，基本每股收益-0.187元
300001	特锐德	2025-04-28	报表披露	2025年一季报归属净利润6478万元，同比增长5.17%，基本每股收益0.06元
300021	大禹节水	2025-04-28	报表披露	2025年一季报归属净利润828.1万元，同比下降6.86%，基本每股收益0.0097元
300026	红日药业	2025-04-28	报表披露	2025年一季报归属净利润6033万元，同比增长3.80%，基本每股收益0.02元
300041	回天新材	2025-04-28	报表披露	2025年一季报归属净利润8154万元，同比增长2.73%，基本每股收益0.1457元
300043	星辉娱乐	2025-04-28	报表披露	2024年年报归属净利润-4.577亿元，同比下降1751.93%，基本每股收益-0.37元
300050	世纪鼎利	2025-04-28	报表披露	2025年一季报归属净利润197.6万元，同比增长197.80%，基本每股收益0.004元
300055	万邦达	2025-04-28	报表披露	2025年一季报归属净利润1962万元，同比下降20.02%，基本每股收益0.0234元
300075	数字政通	2025-04-28	报表披露	2025年一季报归属净利润690.4万元，同比下降87.79%，基本每股收益0.0111元
300112	万讯自控	2025-04-28	报表披露	2025年一季报归属净利润-755.5万元，同比下降45.37%，基本每股收益-0.029元
300123	亚光科技	2025-04-28	报表披露	2024年年报归属净利润-9.185亿元，同比下降224.03%，基本每股收益-0.9元
300126	锐奇股份	2025-04-28	报表披露	2025年一季报归属净利润54.09万元，同比增长40.56%
300129	泰胜风能	2025-04-28	报表披露	2025年一季报归属净利润4510万元，同比下降17.47%，基本每股收益0.0482元
300140	节能环境	2025-04-28	报表披露	2025年一季报归属净利润2.819亿元，同比增长42.72%，基本每股收益0.091元
300148	天舟文化	2025-04-28	报表披露	2025年一季报归属净利润2426万元，同比增长4635.85%，基本每股收益0.03元
300154	瑞凌股份	2025-04-28	报表披露	2025年一季报归属净利润4422万元，同比增长43.46%，基本每股收益0.1元
300159	*ST新研	2025-04-28	报表披露	2025年一季报归属净利润-4779万元，同比增长26.97%，基本每股收益-0.0318元
300162	雷曼光电	2025-04-28	报表披露	2025年一季报归属净利润224.9万元，同比增长11.69%，基本每股收益0.0055元
300165	ST天瑞	2025-04-28	报表披露	2025年一季报归属净利润316.3万元，同比增长137.31%，基本每股收益0.01元
300166	东方国信	2025-04-28	报表披露	2025年一季报归属净利润-2726万元，同比下降752.60%，基本每股收益-0.02元
300195	长荣股份	2025-04-28	报表披露	2025年一季报归属净利润458.5万元，同比增长64.53%，基本每股收益0.0108元
300196	长海股份	2025-04-28	报表披露	2025年一季报归属净利润8217万元，同比增长61.78%，基本每股收益0.2元
300211	亿通科技	2025-04-28	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-3900万元至-2600万元，营业收入约1亿元至1.03亿元，扣非净利润约-4800万元至-3500万元
