"代码","名称","备注","涨幅","时间"
"111","****","在电动工具用粉末冶金零件领域内，海昌新材长期排名在全国行业前","-4.77%","20250808"
"111","****","数字化X射线平板探测器行业内全球知名、国内领先的企业之一","1.73%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","数字化X射线平板探测器行业内全球知名、国内领先的企业之一","1.73%","20250808"
"111","****","主营药品制剂、原料药、药用辅料及植物提取物四大类","0.0%","20250808"
"111","****","数字化X射线平板探测器行业内全球知名、国内领先的企业之一","1.73%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","11.12%","20250808"
"111","****","数字化X射线平板探测器行业内全球知名、国内领先的企业之一","1.73%","20250808"
"111","****","主营药品制剂、原料药、药用辅料及植物提取物四大类","0.0%","20250808"
"111","****","国内实验室一次性塑料耗材领先供应商","4.79%","20250811"
"111","****","功能性涂布胶膜领导者，下游创新带来辽阔发展机遇","20.01%","20250811"
"111","****","电解铜箔设备切入光刻机领域","10.01%","20250811"
"111","****","功能性涂布胶膜领导者，下游创新带来辽阔发展机遇","20.01%","20250811"
"111","****","电解铜箔设备切入光刻机领域","10.01%","20250811"
"111","****","-","2.27%","20250811"
"111","****","自主掌握LED驱动电源的恒功率驱动技术、驱动电源新锐，植物照","0.97%","20250811"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","6.64%","20250811"
"111","****","数字化X射线平板探测器行业内全球知名、国内领先的企业之一","0.32%","20250811"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","6.64%","20250811"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","6.64%","20250811"
"111","****","电解铜箔设备切入光刻机领域","10.01%","20250811"
"111","****","电解铜箔设备切入光刻机领域","7.02%","20250812"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-4.59%","20250812"
"111","****","国内实验室一次性塑料耗材领先供应商","-0.99%","20250812"
"111","****","国内实验室一次性塑料耗材领先供应商","-0.99%","20250812"
"111","****","功能性涂布胶膜领导者，下游创新带来辽阔发展机遇","-4.75%","20250812"
"111","****","电解铜箔设备切入光刻机领域","7.02%","20250812"
"111","****","功能性涂布胶膜领导者，下游创新带来辽阔发展机遇","-4.75%","20250812"
"111","****","电解铜箔设备切入光刻机领域","7.02%","20250812"
"111","****","-","-0.31%","20250812"
"111","****","自主掌握LED驱动电源的恒功率驱动技术、驱动电源新锐，植物照","-2.16%","20250812"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-4.59%","20250812"
"111","****","公司拥有两大驰名商标，薄荷素油占国内近一半市场份额","10.0%","20250825"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","0.44%","20250825"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","10.01%","20250825"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","9.98%","20250826"
"111","****","专心致力于照明产品结构组件领域，系行业内的领先企业","9.99%","20250826"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-2.0%","20250826"
"111","****","公司拥有两大驰名商标，薄荷素油占国内近一半市场份额","1.72%","20250826"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-2.0%","20250826"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","9.98%","20250826"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-5.73%","20250827"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","-9.81%","20250827"
"111","****","专心致力于照明产品结构组件领域，系行业内的领先企业","-2.54%","20250827"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-5.73%","20250827"
"111","****","公司拥有两大驰名商标，薄荷素油占国内近一半市场份额","-3.87%","20250827"
"111","****","第二代居民身份证材料指定生产企业，中高档智能卡基材行业龙头","-5.73%","20250827"
"111","****","电解铜箔设备切入光刻机领域","10.0%","20250828"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","-1.78%","20250828"
"111","****","专心致力于照明产品结构组件领域，系行业内的领先企业","6.16%","20250828"
"111","****","积极开展游戏、影视、综艺、体育等垂直细分领域的运营与投资","10.15%","20250829"
"111","****","电解铜箔设备切入光刻机领域","-5.47%","20250829"
"111","****","电解铜箔设备切入光刻机领域","-5.47%","20250829"
"111","****","子公司中维国际在绿色建筑领域处于领先地位","2.78%","20250829"
"111","****","国内膜式燃气表和智能燃气表主要生产商，国内五大燃气集团供应商","2.42%","20250829"
"111","****","电解铜箔设备切入光刻机领域","-5.47%","20250829"
"111","****","积极开展游戏、影视、综艺、体育等垂直细分领域的运营与投资","10.15%","20250829"
"111","****","子公司中维国际在绿色建筑领域处于领先地位","2.78%","20250829"
"111","****","国内膜式燃气表和智能燃气表主要生产商，国内五大燃气集团供应商","2.42%","20250829"
"111","****","积极开展游戏、影视、综艺、体育等垂直细分领域的运营与投资","10.15%","20250829"
"111","****","子公司中维国际在绿色建筑领域处于领先地位","2.78%","20250829"
"111","****","国内膜式燃气表和智能燃气表主要生产商，国内五大燃气集团供应商","2.42%","20250829"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","0.51%","20250901"
"111","****","以自产医药产品和代理运营医药产品共同发展的综合性医药公司","0.44%","20250901"
"111","****","全球少有具备全系列多肽合成试剂研产能力的公司之一，磷正离子型","4.85%","20250901"
"111","****","积极开展游戏、影视、综艺、体育等垂直细分领域的运营与投资","3.79%","20250901"
"111","****","子公司中维国际在绿色建筑领域处于领先地位","-0.42%","20250901"
"111","****","国内膜式燃气表和智能燃气表主要生产商，国内五大燃气集团供应商","-1.61%","20250901"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","-2.59%","20250902"
"111","****","金属围护行业领军企业；携手隆基进军BIPV领域","-2.59%","20250902"
"111","****","以自产医药产品和代理运营医药产品共同发展的综合性医药公司","-3.88%","20250902"
"111","****","全球少有具备全系列多肽合成试剂研产能力的公司之一，磷正离子型","-4.52%","20250902"
"111","****","以自产医药产品和代理运营医药产品共同发展的综合性医药公司","-0.79%","20250903"
"111","****","全球少有具备全系列多肽合成试剂研产能力的公司之一，磷正离子型","-2.33%","20250903"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","2.01%","20250904"
"111","****","公司在亲水性功能高分子领域处于国内领先水平","-0.9%","20250904"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.49%","20250905"
"111","****","公司在亲水性功能高分子领域处于国内领先水平","0.7%","20250905"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.49%","20250905"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.49%","20250905"
"111","****","首批专精特新“小巨人”，主营高分子改性保护材料","20.0%","20250908"
"111","****","致力于打造全球轻型锂电龙头企业，产品包括轻型车用锂离子电池、","19.99%","20250908"
"111","****","江苏省太阳能电池硅材料生产与加工设备研发、生产、销售企业","1.0%","20250908"
"111","****","探索高铁数字媒体新领域，深耕辽宁地区清洁供暖业务","0.3%","20250908"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.49%","20250908"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.33%","20250910"
"111","****","首批专精特新“小巨人”，主营高分子改性保护材料","5.24%","20250910"
"111","****","致力于打造全球轻型锂电龙头企业，产品包括轻型车用锂离子电池、","-5.25%","20250910"
"111","****","全国煤炭机械工业优秀企业，产量连续三年稳居全国前六位","0.97%","20250911"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","中国著名的重型机械设备制造商之一","10.08%","20250912"
"111","****","燃气射钉枪细分领域国内龙头","19.98%","20250915"
"111","****","专注肉制品产业链，转型加码预制菜。","10.1%","20250915"
"111","****","燃气射钉枪细分领域国内龙头","19.98%","20250915"
"111","****","专注肉制品产业链，转型加码预制菜。","10.1%","20250915"
"111","****","中国著名的重型机械设备制造商之一","-0.38%","20250915"
"111","****","中国著名的重型机械设备制造商之一","-0.38%","20250915"
"111","****","专业从事电力电缆附件及配套产品研发、生产、销售的高新技术企业","0.28%","20250916"
